Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
dianqi_ground,96.5228156836847,13.9236805590172,2.48454871100288,0,0,0,9735945.35298742,1044711392.19597,23967694.0030195,34695.1888702856,29334247838.0759,-41126.1250121636,30338612402.0874,0,0,0,0,0,0,package://电气夹层/meshes/dianqi_ground.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://电气夹层/meshes/dianqi_ground.STL,,电器夹层-1;吊物孔-1;吊物孔-2;吊物孔2-1;11连柜-1/发电机厂柜（1_16）-1;11连柜-1/发电机厂柜（1_16）-2;11连柜-1/发电机厂柜（1_16）-3;11连柜-1/发电机厂柜（1_16）-4;11连柜-1/发电机厂柜（1_16）-5;11连柜-1/发电机厂柜（1_16）-6;11连柜-1/发电机厂柜（1_16）-7;11连柜-1/发电机厂柜（1_16）-8;11连柜-1/发电机厂柜（1_16）-9;11连柜-1/发电机厂柜（1_16）-10;11连柜-1/发电机厂柜（1_16）-11;11连柜-6/发电机厂柜（1_16）-1;11连柜-6/发电机厂柜（1_16）-3;11连柜-6/发电机厂柜（1_16）-4;11连柜-6/发电机厂柜（1_16）-5;11连柜-6/发电机厂柜（1_16）-6;11连柜-6/发电机厂柜（1_16）-7;11连柜-6/发电机厂柜（1_16）-8;11连柜-6/发电机厂柜（1_16）-9;11连柜-6/发电机厂柜（1_16）-10;11连柜-6/发电机厂柜（1_16）-11;吊物孔-3;吊物孔-4;吊物孔-5;吊物孔-6;11连柜-7/发电机厂柜（1_16）-1;11连柜-7/发电机厂柜（1_16）-2;11连柜-7/发电机厂柜（1_16）-3;11连柜-7/发电机厂柜（1_16）-4;11连柜-7/发电机厂柜（1_16）-5;11连柜-7/发电机厂柜（1_16）-6;11连柜-7/发电机厂柜（1_16）-7;11连柜-7/发电机厂柜（1_16）-8;11连柜-7/发电机厂柜（1_16）-9;11连柜-7/发电机厂柜（1_16）-10;11连柜-7/发电机厂柜（1_16）-11;11连柜-8/发电机厂柜（1_16）-1;11连柜-8/发电机厂柜（1_16）-2;11连柜-8/发电机厂柜（1_16）-3;11连柜-8/发电机厂柜（1_16）-4;11连柜-8/发电机厂柜（1_16）-5;11连柜-8/发电机厂柜（1_16）-6;11连柜-8/发电机厂柜（1_16）-7;11连柜-8/发电机厂柜（1_16）-8;11连柜-8/发电机厂柜（1_16）-9;11连柜-8/发电机厂柜（1_16）-10;11连柜-8/发电机厂柜（1_16）-11;11连柜-9/发电机厂柜（1_16）-1;11连柜-9/发电机厂柜（1_16）-2;11连柜-9/发电机厂柜（1_16）-3;11连柜-9/发电机厂柜（1_16）-4;11连柜-9/发电机厂柜（1_16）-5;11连柜-9/发电机厂柜（1_16）-6;11连柜-9/发电机厂柜（1_16）-7;11连柜-9/发电机厂柜（1_16）-8;11连柜-9/发电机厂柜（1_16）-9;11连柜-9/发电机厂柜（1_16）-10;11连柜-9/发电机厂柜（1_16）-11;11连柜-10/发电机厂柜（1_16）-1;11连柜-10/发电机厂柜（1_16）-2;11连柜-10/发电机厂柜（1_16）-3;11连柜-10/发电机厂柜（1_16）-4;11连柜-10/发电机厂柜（1_16）-5;11连柜-10/发电机厂柜（1_16）-6;11连柜-10/发电机厂柜（1_16）-7;11连柜-10/发电机厂柜（1_16）-8;11连柜-10/发电机厂柜（1_16）-9;11连柜-10/发电机厂柜（1_16）-10;11连柜-10/发电机厂柜（1_16）-11;11连柜-6/发电机厂柜（1_16）-2,dianqiground,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
